status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit,sex,mature
2,24,1,6,2825,1,3,4,1,1,3,3,34,1,1,2,1,2,1,1,1,1,1
2,48,2,6,15672,2,2,2,1,1,2,4,23,1,1,1,1,1,1,1,0,1,0
3,36,1,4,6614,2,1,4,1,1,4,4,34,1,1,2,3,1,1,1,1,1,1
3,28,5,5,7824,1,5,3,1,2,4,1,40,2,3,2,1,2,1,1,1,1,1
1,27,1,6,2442,2,1,4,1,1,4,4,43,3,1,4,3,2,1,1,1,1,1
3,15,1,1,1829,2,1,4,1,1,4,4,46,1,1,2,1,1,1,1,1,1,1
1,12,1,4,2171,2,2,4,1,1,4,2,38,2,1,2,2,1,2,2,1,1,1
2,36,1,5,5800,2,2,3,1,1,4,4,34,1,1,2,1,1,1,1,1,1,1
3,18,1,1,1169,1,2,4,1,1,3,2,29,1,1,2,1,1,1,1,1,1,1
3,36,3,5,8947,1,3,3,1,1,2,4,31,3,1,1,3,2,1,1,1,1,1
1,21,2,1,2606,2,5,4,2,1,4,2,28,1,3,1,3,1,1,1,1,0,1
3,12,1,3,1592,4,3,3,2,1,2,2,35,1,1,1,1,1,2,2,1,0,1
3,15,2,3,2186,1,3,1,2,1,4,1,33,2,3,1,2,1,2,1,1,0,1
1,18,2,3,4153,2,2,2,1,3,3,4,42,1,1,1,1,1,2,1,0,1,1
1,16,1,4,2625,2,1,2,1,2,4,2,43,2,3,1,1,1,1,1,0,1,1
3,20,1,4,3485,1,5,2,3,1,4,1,44,1,1,2,1,1,1,1,1,1,1
3,36,1,5,10477,1,1,2,1,1,4,3,42,1,2,2,1,1,2,1,1,1,1
3,15,2,1,1386,1,2,4,4,1,2,1,40,1,3,1,1,1,1,1,1,1,1
3,24,2,1,1278,2,1,4,1,1,1,1,36,1,1,1,3,1,1,1,1,1,1
1,12,2,1,1107,2,2,2,1,1,2,1,20,1,3,1,3,2,1,1,1,1,0
1,21,2,4,3763,1,3,2,1,3,2,1,24,1,1,1,2,1,2,2,1,1,0
2,36,2,2,3711,1,2,2,4,1,2,4,27,1,1,1,1,1,2,1,1,1,1
3,15,3,5,3594,2,5,1,2,1,2,2,46,1,1,2,2,1,2,1,1,0,1
2,9,2,4,3195,1,2,1,2,1,2,1,33,1,1,1,2,1,2,1,1,0,1
3,36,3,1,4454,2,2,4,2,1,4,1,34,1,1,2,1,1,2,1,1,0,1
2,24,1,3,4736,2,5,2,2,1,4,4,25,2,1,1,2,1,2,1,0,0,0
2,30,2,1,2991,1,1,2,2,1,4,4,25,1,1,1,1,1,2,1,1,0,0
3,11,2,6,2142,4,1,1,3,1,2,1,28,1,1,1,1,1,1,1,1,1,1
1,24,5,6,3161,2,2,4,1,1,2,2,31,1,3,1,1,1,1,1,0,1,1
2,48,4,9,18424,2,2,1,2,1,2,2,32,2,1,1,3,1,1,2,0,0,1
3,10,2,5,2848,5,2,1,1,3,2,1,32,1,1,1,1,2,2,1,1,1,1
1,6,2,4,14896,2,1,1,1,1,4,3,68,2,1,1,3,1,1,1,0,1,1
1,24,2,3,2359,5,4,1,3,1,1,2,33,1,1,1,1,1,2,1,0,1,1
1,24,2,3,3345,2,1,4,1,1,2,2,39,1,3,1,3,1,1,1,0,1,1
3,18,1,3,1817,2,2,4,2,1,2,3,28,1,1,2,1,1,2,1,1,0,1
3,48,3,1,12749,3,3,4,1,1,1,4,37,1,1,1,3,1,1,1,1,1,1
1,9,2,1,1366,2,5,3,2,1,4,2,22,1,3,1,1,1,2,1,0,0,0
2,12,2,4,2002,2,3,3,1,1,4,2,30,1,3,1,1,2,1,1,1,1,1
1,24,5,3,6872,2,5,2,3,1,1,2,55,2,1,1,1,1,1,1,0,1,1
1,12,5,4,697,2,5,4,1,1,2,4,46,2,1,2,1,1,1,1,0,1,1
1,18,1,3,1049,2,5,4,2,1,4,2,21,1,3,1,1,1,2,1,1,0,0
1,48,2,5,10297,2,3,4,1,1,4,3,39,3,2,3,1,2,1,1,0,1,1
3,30,2,1,1867,1,1,4,1,1,4,4,58,1,1,1,1,1,1,1,1,1,1
1,12,3,4,1344,2,2,4,1,1,2,1,43,1,1,2,2,2,2,1,1,1,1
1,24,2,3,1747,2,5,4,1,3,1,2,24,1,1,1,2,1,2,2,1,1,0
2,9,2,1,1670,2,5,4,2,1,2,4,22,1,1,1,1,1,1,1,0,0,0
3,9,1,4,1224,2,2,3,1,1,1,1,30,1,1,2,1,1,2,1,1,1,1
3,12,1,1,522,3,1,4,1,1,4,2,42,1,1,2,1,2,1,1,1,1,1
1,12,2,1,1498,2,2,4,2,1,1,4,23,2,1,1,1,1,2,1,1,0,0
2,30,3,1,1919,5,5,4,1,1,3,3,30,3,1,2,3,1,2,1,0,1,1
4,9,2,1,745,2,2,3,2,1,2,1,28,1,1,1,2,1,2,1,0,0,1
2,6,2,1,2063,2,5,4,4,1,3,4,30,1,3,1,3,1,1,1,1,1,1
2,60,2,2,6288,2,2,4,1,1,4,3,42,1,2,1,1,1,2,1,0,1,1
3,24,1,5,6842,1,2,2,1,1,4,2,46,1,1,2,3,2,1,1,1,1,1
3,12,2,4,3527,1,5,2,1,1,3,2,45,1,1,1,3,2,1,1,1,1,1
3,10,2,4,1546,2,2,3,1,1,2,1,31,1,1,1,2,2,2,2,1,1,1
3,24,2,3,929,1,3,4,1,1,2,4,31,3,1,1,1,1,1,1,1,1,1
3,4,1,4,1455,2,3,2,1,1,1,1,42,1,1,3,2,2,2,1,1,1,1
1,15,2,3,1845,2,5,4,2,2,1,2,46,1,3,1,1,1,2,1,1,0,1
2,48,4,4,8358,3,5,1,2,1,1,4,30,1,1,2,1,1,2,1,1,0,1
1,24,5,3,3349,3,5,4,1,1,4,3,30,1,2,1,1,2,1,1,0,1,1
3,12,2,4,2859,1,4,4,1,1,4,3,38,1,1,1,3,1,1,1,1,1,1
3,18,2,3,1533,2,5,4,4,3,1,2,43,1,1,1,2,2,2,1,0,1,1
3,24,2,1,3621,5,1,2,1,1,4,4,31,1,1,2,1,1,2,1,0,1,1
2,18,1,6,3590,2,4,3,4,1,3,4,40,1,1,3,4,2,1,1,1,1,1
1,36,3,6,2145,2,3,2,1,1,1,4,24,1,1,2,1,1,1,1,0,1,0
2,24,2,5,4113,3,5,3,2,1,4,4,28,1,3,1,1,1,2,1,0,0,1
3,36,2,3,10974,2,4,4,2,1,2,4,26,1,1,2,3,1,1,1,0,0,1
1,12,2,4,1893,2,2,4,2,2,4,2,29,1,1,1,1,1,1,1,1,0,1
1,24,1,1,1231,4,1,4,2,1,4,2,57,1,3,2,3,1,1,1,1,0,1
4,30,1,1,3656,1,1,4,1,1,4,2,49,3,1,2,2,1,2,1,1,1,1
2,9,1,1,1154,2,1,2,1,1,4,1,37,1,1,3,2,1,2,1,1,1,1
1,28,2,4,4006,2,2,3,1,1,2,4,45,1,1,1,2,1,2,1,0,1,1
2,24,2,3,3069,5,1,4,1,1,4,3,30,1,2,1,1,1,2,1,1,1,1
3,6,1,1,1740,2,1,2,4,1,2,1,30,1,3,2,1,1,2,1,1,1,1
2,21,3,4,2353,2,2,1,3,1,4,2,47,1,1,2,1,1,2,1,1,1,1
3,15,2,4,3556,1,2,3,1,1,2,3,29,1,1,1,1,1,2,1,1,1,1
3,24,2,1,2397,3,1,3,1,1,2,4,35,2,1,2,1,1,1,1,0,1,1
2,6,2,8,454,2,5,3,4,1,1,2,22,1,1,1,2,1,2,1,1,1,0
2,30,2,1,1715,1,2,4,2,1,1,4,26,1,1,1,1,1,2,1,1,0,1
2,27,1,1,2520,3,2,4,1,1,2,2,23,1,1,2,2,1,2,1,0,1,0
3,15,2,1,3568,2,1,4,2,1,2,4,54,2,3,1,3,1,1,1,1,0,1
3,42,2,1,7166,1,3,2,4,1,4,2,29,1,3,1,1,1,1,1,1,1,1
1,11,1,4,3939,2,2,1,1,1,2,1,40,1,1,2,2,2,2,1,1,1,1
2,15,2,8,1514,5,2,4,1,2,2,1,22,1,1,1,1,1,2,1,1,1,0
3,24,2,4,7393,2,2,1,1,1,4,2,43,1,1,1,2,2,2,1,1,1,1
1,24,5,4,1193,2,4,1,2,3,4,3,29,1,3,2,4,1,2,1,0,0,1
1,60,2,6,7297,2,1,4,1,3,4,3,36,1,3,1,1,1,2,1,0,1,1
3,30,1,1,2831,2,2,4,2,1,2,4,33,1,1,1,1,1,1,1,1,0,1
4,24,2,1,1258,3,2,3,2,1,3,4,57,1,1,1,2,1,2,1,1,0,1
2,6,2,1,753,2,2,2,2,2,3,1,64,1,1,1,1,1,2,1,1,0,1
2,18,3,6,2427,1,1,4,1,1,2,2,42,1,1,2,1,1,2,1,1,1,1
3,24,3,4,2538,2,1,4,1,1,4,4,47,1,1,2,2,2,2,1,0,1,1
2,15,5,4,1264,5,2,2,4,1,2,2,25,1,3,1,1,1,2,1,0,1,0
2,30,1,3,8386,2,3,2,1,1,2,2,49,1,1,1,1,1,2,1,0,1,1
3,48,2,6,4844,2,4,3,1,1,2,4,33,2,3,1,3,1,1,1,0,1,1
4,21,2,4,2923,5,2,1,2,1,1,4,28,2,1,1,3,1,1,1,1,0,1
1,36,2,5,8229,2,2,2,1,1,2,2,26,1,1,1,1,2,2,1,0,1,1
3,24,1,3,2028,2,3,2,1,1,2,2,30,1,1,2,2,1,2,1,1,1,1
1,15,1,3,1433,2,2,4,2,1,3,2,25,1,3,2,1,1,2,1,1,0,0
4,42,4,6,6289,2,5,2,3,1,1,2,33,1,1,2,1,1,2,1,1,1,1
3,13,2,1,1409,5,4,2,2,1,4,1,64,1,1,1,1,1,2,1,1,0,1
1,24,2,5,6579,2,4,4,1,1,2,3,29,1,2,1,3,1,1,1,1,1,1
2,24,1,1,1743,2,1,4,1,1,2,2,48,1,1,2,2,1,2,1,1,1,1
3,12,1,2,3565,1,5,2,1,1,1,2,37,1,1,2,2,2,2,1,1,1,1
3,15,5,1,1569,5,1,4,1,1,4,4,34,2,1,1,2,2,2,1,1,1,1
1,18,2,1,1936,1,3,2,4,1,4,4,23,1,3,2,2,1,2,1,1,1,0
1,36,2,3,3959,2,4,4,1,1,3,2,30,1,1,1,3,1,1,1,1,1,1
3,12,2,4,2390,1,1,4,1,1,3,4,50,1,1,1,1,1,1,1,1,1,1
3,12,2,3,1736,2,3,3,2,1,4,1,31,1,1,1,2,1,2,1,1,0,1
1,30,2,5,3857,2,2,4,3,1,4,2,40,1,1,1,3,1,1,1,1,1,1
3,12,2,1,804,2,1,4,1,1,4,4,38,1,1,1,1,1,2,1,1,1,1
1,45,2,1,1845,2,2,4,1,1,4,3,23,1,2,1,1,1,1,1,0,1,0
2,45,1,5,4576,5,4,3,1,1,4,4,27,1,1,1,1,1,2,1,1,1,1
